VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2005,68.5,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2006,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2007,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2008,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2009,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2010,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2011,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2012,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2013,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2014,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2015,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2016,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2017,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2018,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2019,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Barbados,2020,68.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2000,0.763385147,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2001,0.751986183,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2002,0.740587219,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2003,0.729188256,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2004,0.717789292,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2005,0.706390328,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2006,0.727806563,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2007,0.749222798,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2008,0.770639033,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2009,0.792055268,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2010,0.813471503,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2011,0.823834197,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2012,0.834196891,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2013,0.844559585,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2014,0.894645941,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2015,0.749568221,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2016,0.739205527,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2017,0.744386874,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2018,0.718480138,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2019,0.633851468,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belarus,2020,0.633851468,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2000,0.193989071,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2001,0.203278688,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2002,0.208743169,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2003,0.212568306,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2004,0.192896175,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2005,0.193442623,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2006,0.201092896,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2007,0.201639344,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2008,0.213114754,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2009,0.218579235,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2010,0.21129326,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2011,0.204007286,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2012,0.196721311,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2013,0.213114754,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2014,0.218579235,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2015,0.245901639,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2016,0.24787794,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2017,0.24985424,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2018,0.296851803,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2019,0.297814208,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belgium,2020,0.279781421,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belize,2000,0.314714273,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belize,2001,0.314714273,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belize,2002,0.314714273,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belize,2003,0.314714273,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Belize,2004,0.314714273,%,E,False
