World_Bank_Income_Group,Region,Country,ISO3,Subgroup,Indicator,DQQ_Question,Indicator_Number,Unit,Mean,Lower_95_CI,Upper_95_CI,n,Start_Date,End_Date,Start_Year,End_Year
Low income,Asia Pacific,Afghanistan,AFG,Rural,Fish or seafood,DQQ20,34,Percentage,1.06,0.51,2.2,909,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Poultry,DQQ19,35,Percentage,7.29,4.99,9.98,2002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Poultry,DQQ19,35,Percentage,8.02,5.44,11.68,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Poultry,DQQ19,35,Percentage,6.57,3.56,11.82,1002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Poultry,DQQ19,35,Percentage,6.71,4.16,10.65,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Poultry,DQQ19,35,Percentage,7.9,5.09,12.07,912,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Unprocessed red meat,NA,36,Percentage,19.32,13.76,25.58,2001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Unprocessed red meat,NA,36,Percentage,20.4,14.84,27.37,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Unprocessed red meat,NA,36,Percentage,18.26,12.12,26.59,1001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Unprocessed red meat,NA,36,Percentage,18.6,12.14,27.42,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Unprocessed red meat,NA,36,Percentage,20.1,13.01,29.72,911,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Unprocessed red meat (ruminants),DQQ17,37,Percentage,19.32,13.76,25.58,2001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Unprocessed red meat (ruminants),DQQ17,37,Percentage,20.4,14.84,27.37,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Unprocessed red meat (ruminants),DQQ17,37,Percentage,18.26,12.12,26.59,1001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Unprocessed red meat (ruminants),DQQ17,37,Percentage,18.6,12.14,27.42,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Unprocessed red meat (ruminants),DQQ17,37,Percentage,20.1,13.01,29.72,911,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Unprocessed red meat (non-ruminants),DQQ18,38,Percentage,0,NaN,NaN,2002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Unprocessed red meat (non-ruminants),DQQ18,38,Percentage,0,0,0,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Unprocessed red meat (non-ruminants),DQQ18,38,Percentage,0,0,0,1002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Unprocessed red meat (non-ruminants),DQQ18,38,Percentage,0,0,0,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Unprocessed red meat (non-ruminants),DQQ18,38,Percentage,0,0,0,912,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,More than one salty ultra-processed food,NA,39,Percentage,2.36,1.14,4,2000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,More than one salty ultra-processed food,NA,39,Percentage,2.21,1.17,4.15,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,More than one salty ultra-processed food,NA,39,Percentage,2.5,0.92,6.64,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,More than one salty ultra-processed food,NA,39,Percentage,2.62,1.29,5.27,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,More than one salty ultra-processed food,NA,39,Percentage,2.08,0.82,5.18,910,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Processed meats,DQQ16,40,Percentage,0.26,0.04,0.69,2002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Processed meats,DQQ16,40,Percentage,0.53,0.15,1.82,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Processed meats,DQQ16,40,Percentage,0,0,0,1002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Processed meats,DQQ16,40,Percentage,0.51,0.16,1.64,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Processed meats,DQQ16,40,Percentage,0,0,0,912,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Fast food or instant noodles,NA,41,Percentage,2.96,1.99,4.11,2000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Fast food or instant noodles,NA,41,Percentage,2.62,1.55,4.4,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Fast food or instant noodles,NA,41,Percentage,3.29,2.14,5.04,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Fast food or instant noodles,NA,41,Percentage,3.92,2.52,6.06,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Fast food or instant noodles,NA,41,Percentage,1.93,0.93,3.94,910,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Salty or fried snacks,NA,42,Percentage,11.2,8.18,14.63,2002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Salty or fried snacks,NA,42,Percentage,11.6,8.72,15.27,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Salty or fried snacks,NA,42,Percentage,10.81,6.9,16.53,1002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Salty or fried snacks,NA,42,Percentage,11.67,8.16,16.43,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Salty or fried snacks,NA,42,Percentage,10.69,7,16,912,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Deep fried foods,DQQ24,43,Percentage,8.38,5.71,11.51,2001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Deep fried foods,DQQ24,43,Percentage,8.23,5.73,11.67,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Deep fried foods,DQQ24,43,Percentage,8.53,4.95,14.31,1001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Deep fried foods,DQQ24,43,Percentage,8.71,5.71,13.07,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Deep fried foods,DQQ24,43,Percentage,8.03,4.93,12.81,911,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,3.17,1.71,5.06,2001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,3.58,2.32,5.5,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,2.77,1.12,6.7,1001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,3.04,1.65,5.56,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,3.31,1.6,6.72,911,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Instant noodles,DQQ23,45,Percentage,1.74,1.02,2.64,2002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Instant noodles,DQQ23,45,Percentage,1.14,0.58,2.22,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Instant noodles,DQQ23,45,Percentage,2.32,1.33,4.03,1002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Instant noodles,DQQ23,45,Percentage,1.83,0.94,3.54,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Instant noodles,DQQ23,45,Percentage,1.64,0.72,3.66,912,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Fast food,DQQ29,46,Percentage,1.44,0.64,2.56,1999,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Fast food,DQQ29,46,Percentage,1.8,0.83,3.88,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Fast food,DQQ29,46,Percentage,1.09,0.54,2.2,999,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Fast food,DQQ29,46,Percentage,2.31,1.07,4.89,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Fast food,DQQ29,46,Percentage,0.52,0.17,1.57,909,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,More than one sugary food or beverage,NA,47,Percentage,48.67,41.79,55.57,2001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,More than one sugary food or beverage,NA,47,Percentage,55.39,48.36,62.21,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,More than one sugary food or beverage,NA,47,Percentage,42.06,33.63,50.99,1001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,More than one sugary food or beverage,NA,47,Percentage,48.3,37.84,58.92,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,More than one sugary food or beverage,NA,47,Percentage,49.06,41.9,56.26,911,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Sweet foods,NA,48,Percentage,55.64,49.17,62.02,2002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Sweet foods,NA,48,Percentage,60.55,53.94,66.8,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Sweet foods,NA,48,Percentage,50.82,42.53,59.07,1002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Sweet foods,NA,48,Percentage,55.74,45.78,65.26,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Sweet foods,NA,48,Percentage,55.53,47.83,62.98,912,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Baked or grain-based sweets,DQQ11,49,Percentage,14.9,9.13,21.78,2002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Baked or grain-based sweets,DQQ11,49,Percentage,16.68,10.88,24.71,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Baked or grain-based sweets,DQQ11,49,Percentage,13.15,7.67,21.65,1002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Baked or grain-based sweets,DQQ11,49,Percentage,17.14,9.43,29.13,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Baked or grain-based sweets,DQQ11,49,Percentage,12.51,6.84,21.77,912,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Other sweets,DQQ12,50,Percentage,51.72,45.68,57.73,2001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Other sweets,DQQ12,50,Percentage,54.83,48.84,60.67,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Other sweets,DQQ12,50,Percentage,48.67,40.43,56.98,1001,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Other sweets,DQQ12,50,Percentage,50.87,41.69,59.99,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Other sweets,DQQ12,50,Percentage,52.63,45.25,59.9,911,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Sweet beverages,NA,51,Percentage,72.53,66.92,77.81,2002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Sweet beverages,NA,51,Percentage,79.02,73.05,83.95,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Sweet beverages,NA,51,Percentage,66.17,57.9,73.57,1002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Sweet beverages,NA,51,Percentage,75.18,67.51,81.53,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Sweet beverages,NA,51,Percentage,69.71,61.91,76.52,912,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,8.18,5.41,11.47,2000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,11.85,7.9,17.41,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,4.58,2.62,7.89,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,10.26,6.39,16.06,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,5.96,3.29,10.56,910,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,68.33,62.74,73.66,2002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,73.2,66.42,79.04,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,63.55,55.42,70.97,1002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,69.8,62.01,76.59,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,66.76,58.21,74.33,912,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,All,Fruit juice and fruit drinks,DQQ27,54,Percentage,6.38,3.96,9.33,2002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Male,Fruit juice and fruit drinks,DQQ27,54,Percentage,6.93,4.64,10.23,1000,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Female,Fruit juice and fruit drinks,DQQ27,54,Percentage,5.84,3.01,11.03,1002,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Urban,Fruit juice and fruit drinks,DQQ27,54,Percentage,6.27,3.51,10.95,1090,2022_07_20,2023_07_19,2022,2023
Low income,Asia Pacific,Afghanistan,AFG,Rural,Fruit juice and fruit drinks,DQQ27,54,Percentage,6.5,3.53,11.66,912,2022_07_20,2023_07_19,2022,2023
Upper middle income,Europe and Central Asia,Albania,ALB,All,MDD-W,NA,1,Percentage,NA,NA,NA,NA,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Male,MDD-W,NA,1,Percentage,NA,NA,NA,NA,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Female,MDD-W,NA,1,Percentage,90.98,86.46,94.1,232,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Urban,MDD-W,NA,1,Percentage,89.38,82.79,93.65,152,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Rural,MDD-W,NA,1,Percentage,NA,NA,NA,80,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,All,All-5,NA,2,Percentage,52.31,48.36,56.25,1000,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Male,All-5,NA,2,Percentage,50.87,44.23,57.47,386,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Female,All-5,NA,2,Percentage,53.65,48.71,58.51,614,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Urban,All-5,NA,2,Percentage,50.22,44.61,55.82,592,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Rural,All-5,NA,2,Percentage,55.27,49.22,61.16,408,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,All,Protective Food Consumption,NA,3,Percentage,57.44,53.51,61.31,1000,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Male,Protective Food Consumption,NA,3,Percentage,55.99,49.65,62.13,386,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Female,Protective Food Consumption,NA,3,Percentage,58.78,53.59,63.78,614,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Urban,Protective Food Consumption,NA,3,Percentage,56.67,51.07,62.1,592,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Rural,Protective Food Consumption,NA,3,Percentage,58.52,52.48,64.3,408,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,All,Unhealthy Food Consumption,NA,4,Percentage,74.36,71.05,77.53,999,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Male,Unhealthy Food Consumption,NA,4,Percentage,74.89,70.01,79.21,386,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Female,Unhealthy Food Consumption,NA,4,Percentage,73.86,69.26,77.99,613,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Urban,Unhealthy Food Consumption,NA,4,Percentage,76.55,72.22,80.39,591,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Rural,Unhealthy Food Consumption,NA,4,Percentage,71.27,65.15,76.7,408,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,All,Healthy Diet Pattern,NA,5,Percentage,11.51,9.21,14.03,999,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Male,Healthy Diet Pattern,NA,5,Percentage,10.59,7.58,14.61,386,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Female,Healthy Diet Pattern,NA,5,Percentage,12.37,9.64,15.73,613,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Urban,Healthy Diet Pattern,NA,5,Percentage,11.04,8.5,14.22,591,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Rural,Healthy Diet Pattern,NA,5,Percentage,12.17,8.54,17.05,408,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,All,Dietary Diversity Score (DDS),NA,6,Score,6.57,6.43,6.71,999,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Male,Dietary Diversity Score (DDS),NA,6,Score,6.42,6.21,6.64,385,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Female,Dietary Diversity Score (DDS),NA,6,Score,6.71,6.53,6.89,614,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Urban,Dietary Diversity Score (DDS),NA,6,Score,6.52,6.33,6.72,591,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Rural,Dietary Diversity Score (DDS),NA,6,Score,6.64,6.42,6.85,408,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,All,NCD-Protect,NA,7,Score,3.72,3.57,3.88,999,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Male,NCD-Protect,NA,7,Score,3.5,3.29,3.71,386,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Female,NCD-Protect,NA,7,Score,3.93,3.74,4.12,613,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Urban,NCD-Protect,NA,7,Score,3.67,3.45,3.89,591,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Rural,NCD-Protect,NA,7,Score,3.8,3.58,4.02,408,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,All,NCD-Risk,NA,8,Score,3.04,2.84,3.24,997,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Male,NCD-Risk,NA,8,Score,3.17,2.87,3.47,385,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Female,NCD-Risk,NA,8,Score,2.92,2.67,3.17,612,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Urban,NCD-Risk,NA,8,Score,3.14,2.93,3.36,590,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Rural,NCD-Risk,NA,8,Score,2.9,2.52,3.28,407,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,All,GDR score,NA,9,Score,9.68,9.46,9.9,997,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Male,GDR score,NA,9,Score,9.33,9,9.66,385,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Female,GDR score,NA,9,Score,10,9.75,10.25,612,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Urban,GDR score,NA,9,Score,9.52,9.24,9.81,590,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Rural,GDR score,NA,9,Score,9.89,9.55,10.23,407,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,All,At least one starchy staple food,NA,10,Percentage,98.89,97.87,99.58,1000,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Male,At least one starchy staple food,NA,10,Percentage,98.68,95.78,99.6,386,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Female,At least one starchy staple food,NA,10,Percentage,99.09,97.8,99.63,614,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Urban,At least one starchy staple food,NA,10,Percentage,99.14,98,99.63,592,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Rural,At least one starchy staple food,NA,10,Percentage,98.54,94.9,99.59,408,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,All,Whole grains,DQQ2,11,Percentage,20.59,17,24.42,999,2022_09_01,2022_10_13,2022,2022
Upper middle income,Europe and Central Asia,Albania,ALB,Male,Whole grains,DQQ2,11,Percentage,18.85,14.25,24.51,386,2022_09_01,2022_10_13,2022,2022
